Gene.symbol	adj.P.Val	logFC
RAB7A	0.0152865912105214	-2.23114017588889
NAPSB	0.0154315778261248	-1.79877849783333
PLA2G16	0.0154315778261248	-1.31258396433333
CTSH	0.0155669159552087	-2.66005519622222
TBC1D9	0.0155839968823598	-2.94619407294445
LFNG	0.0155975416095861	-1.79550000538889
SMIM14	0.0156022940815079	-1.97123009472222
P2RY13	0.0159283228720232	-3.88772959983333
THAP5	0.0159283228720232	-1.17196055094445
CDKL5	0.0159388892222527	-2.13493786727778
	0.0159388892222527	-2.04856602966667
IGF2R	0.0159388892222527	-2.00364877066667
HLA-DQB2///HLA-DQB1	0.016209882184292	-1.95368468522222
TXNDC12	0.0162112685840297	-1.02382231377778
FLJ44635	0.0162986525018395	-1.30692897216667
PALLD	0.0163277571804178	-1.19862148788889
PRR13	0.0164028187599518	-2.53399443788889
TPCN1	0.0164316164446066	-1.99498892633334
CAMKK2	0.0164316164446066	-1.262120019
SCPEP1	0.0164316164446066	-2.07431033044444
	0.0165985992588542	-1.19748517211111
ZBTB8OS	0.0167134046170741	-1.60650121822222
SLC8A1	0.0168163429126831	-2.82799960783334
AQP9	0.0169123948989718	-4.20046558338889
MICALCL	0.0171367657042633	-1.52380266355556
NPTN	0.0171662236707355	-1.078561157
SVBP	0.0178876806523881	-1.50537582572222
IL1RN	0.0178876806523881	-2.61770417361111
TYMP	0.0179876534393085	-1.6086139745
	0.018122757569737	-2.13277111983333
VNN3	0.018122757569737	-3.16004723333334
	0.018122757569737	-1.05236293288889
PECR	0.018122757569737	-1.93547387405556
	0.0183213634018778	-1.27739245822222
XKR8	0.0184866299365528	-1.65685331066667
CIDEB	0.0187624639461192	-1.718608079
ENTPD1	0.01917799728326	-3.52728491416667
PDPK1	0.01917799728326	-1.17615332444444
ZNF467///ZNF467	0.019379767112805	-1.45639580533333
MPZL2	0.0194494690343324	-2.10472616988889
	0.0196598837047243	-1.02027177233333
BCKDK	0.0198145853563869	-1.05016588627778
TOM1	0.0200297296398344	-1.18728006711111
LILRA2	0.0200710284594786	-3.39960146694445
OR52K3P	0.0201672387689458	-2.28582480194444
ATP6V0C	0.0202662705337819	-1.06509976194445
TTLL4	0.0202768364358503	-1.00208549472222
ANO6	0.0203063387860785	-1.11496888094444
NME8	0.0204107244394562	-1.78149913116667
TSPAN14	0.0204107992830005	-1.38065113227778
NAPRT	0.020556618737232	-1.03495412683333
C7orf31	0.0205874962952114	-1.38523126833333
	0.0205874962952114	-1.31088772816667
ZNF318	0.0205874962952114	-1.55732836255555
FBXL5	0.0207288510361293	-1.63723848122222
RAB11FIP4	0.0207288510361293	-1.79255372233333
PITPNC1	0.020787698168235	-2.21731813116667
UBE2E4P	0.0208312271828628	-1.31538085527778
ACVR1B	0.0209066141767066	-1.00480291338889
STX11	0.0214404283003809	-3.13188718577778
CCIN	0.0215154571398418	-1.42285430483333
TMEM110-MUSTN1///MUSTN1	0.0217786931123907	-1.07854068833333
ZNF143	0.0218375011904539	-1.03368335783334
LOC399900	0.0218375011904539	-1.60150022577778
GDPD3	0.0218886604758766	-1.9752592755
CLIP1	0.0220657042337177	-1.05249537572222
PADI4	0.0221595608933147	-2.21498769311111
RAB20	0.0222138138705892	-1.17488516666667
DRAM2///DRAM2	0.0223133655801396	-1.19968832416667
DESI1	0.0223514401780254	-1.21868224372222
ST14	0.0223606192603456	-1.62257721505556
SLC9A9	0.0224004965463367	-2.09134403461111
LACTB2	0.0226670400053518	-1.79391431033333
SLC43A2	0.0226680578145881	-2.04343395966667
DPYSL2	0.0227108187995414	-2.06116055916667
APOL3	0.0227143299529845	-1.72670702661111
PNPLA8	0.0227143299529845	-1.40671637511111
REEP3	0.0227143299529845	-1.43772910361111
	0.0228271843565024	-1.13043145783333
ZFAND2A	0.022828868586405	-1.10739866766667
ECHDC3	0.0228934133093274	-1.15974017161111
	0.0229396127718047	-1.20374676244445
	0.0229528845712815	-2.29297111011111
GPR65	0.0232184129393735	-3.16218438583333
LILRP2	0.0232762977773318	-1.01689486472222
HSPA6	0.0233218187817062	-2.4790893065
C2	0.0233218187817062	-1.11924630172222
MCEMP1	0.0233849533771752	-1.72370437005556
DIRC2	0.0235973184600458	-2.16129864988889
ARAP3	0.0236716044108612	-1.6335838875
OLR1	0.0236888570783065	-1.35791637622222
GIMAP2	0.0237691024872652	-2.01253782972222
GDAP2	0.0237691024872652	-1.09190437916667
MPEG1	0.0237691024872652	-3.6215509675
IQSEC1	0.0239793188495733	-2.10416013211111
SIRPB2	0.0242239067088864	-2.51075484466666
CXCL11	0.0242438721450157	-1.00457073088889
PSME2	0.0242467790133672	-1.09944577938889
PLAUR	0.0242467790133672	-2.27055627505556
FGL2	0.0243307033464063	-3.4310530585
ACPP	0.0243307033464063	-2.58227954255556
CAPZA2	0.0243307033464063	-1.15448442138889
CREBL2	0.0246337892287999	-1.16438920411111
GRN	0.0246337892287999	-1.58968376266667
MID1IP1	0.0246337892287999	-1.17569710894444
	0.0247628972157283	-1.18254638366667
CPED1	0.0251363075019728	-2.23593467433333
POR	0.025224590612434	-1.00449198111111
CRTAP	0.0252362278217947	-1.11968596966667
SLC37A3	0.0252742939797535	-1.76391205938889
TTC13	0.0255322259757181	-1.17026136361111
C4orf33	0.0257097294333173	-1.75972305805556
	0.0258601141091261	-2.40599540322222
CD48	0.0259714815192107	-3.14898744783333
DUSP7	0.0263536522394124	-1.46856777844444
AGTPBP1	0.026387028391804	-1.53131062188889
NOP10	0.0267455276931705	-1.043909865
KIAA0930	0.0269970301335917	-1.34805302238889
MS4A4A	0.0272531596575043	-1.410122057
ARHGAP24	0.0272980761120594	-2.53960511333334
IFI6	0.0273488735840945	-1.93108198511111
ATP5EP2	0.0274328870146672	-1.4794241755
PLPPR2	0.0275630508887626	-1.61694840866667
IL17RA	0.0275928869004185	-2.1390505035
NUDT16P1	0.0277002784151737	-1.16362025433333
	0.0277151203553464	-1.54497944716667
FRMD3	0.0278713989922524	-1.33081819444444
	0.0278761141865867	-1.33663815511111
CHCHD10	0.0280730572672948	-1.13926718961111
	0.0281602444156817	-1.16431441144444
TM9SF2	0.0281782086308471	-1.05886365222222
RNASE6	0.0282510860585608	-2.89676574238889
SCML1	0.0283927106289143	-2.16211006077778
GOLGA5	0.0284952804108959	-1.25501268705556
HVCN1	0.0288328903319633	-1.97871168222222
PPP2R5A	0.0290208474833383	-1.26405421038889
HERPUD1	0.0290208474833383	-1.42023094683334
HSPA1L	0.0290241857731817	-1.54199763516667
IL10	0.0291593267738139	-1.15408298755555
NTAN1	0.0292020492277709	-1.0624096545
CR1L	0.0292020492277709	-2.64241193938889
CD93	0.029517268359856	-2.56542432216667
FGR	0.0296197033531639	-2.55315801283333
SHKBP1	0.0296519219368596	-1.2052102105
	0.0296723727600061	-1.08534106694444
HEG1	0.0298596728779456	-1.77816606355556
KDM7A	0.030193026967207	-2.33626748416667
UNC119	0.0310600300516467	-1.07970984372222
LOC401320	0.0311686723429499	-1.50367601394445
GAS7	0.0318209329013535	-1.50003379755556
NAGA	0.0319450399972539	-1.23015867616667
PNPLA1	0.0324717553927809	-1.015770264
ARPC1B	0.0324941662870202	-1.38240280344445
CASP5	0.0325835271856774	-2.27056772755555
CTSK	0.0326641227163419	-1.53623707911111
	0.0328606810429733	-1.42312554777778
RCBTB2	0.0330292253933726	-1.96715794577778
OTUD1	0.0332363560917139	-2.06445973922222
DNAJB9	0.0332363560917139	-1.34644545777778
CRACR2A	0.0335164583003872	-1.23147090055556
SRGAP2	0.0336061087347807	-1.40150251294445
	0.0337545019231175	-1.2102580725
SLC26A11	0.0337545019231175	-1.0886409905
	0.0338938859789079	-1.6700160015
CCR2	0.0338938859789079	-2.5895131845
TMEM255A	0.0341113675506124	-1.07407319038889
	0.0342655178781087	-1.66113219377778
FGD2	0.0343873891445372	-2.00596836033333
FAM200B	0.0344266370407021	-1.2053691735
PITPNM1	0.0345536084642393	-1.15362219388889
LPGAT1	0.0346283993445793	-1.19698824833333
RBM47	0.0346956857372562	-2.90430513777778
CEBPB	0.0349704602660213	-2.06533876222223
CHN2	0.035113430106963	-2.38146892027778
SHISA5	0.0351211413908213	-1.25102502394445
SGTB	0.0351384766826588	-1.65284009172222
ZNF641	0.0351615301344549	-1.62459039416667
RNF166	0.0353129551136647	-1.09613603338889
NCF1C///NCF1B///NCF1	0.0353129551136647	-2.49603174555556
ITPRIPL2	0.0353712638757228	-1.0370285365
MAP3K11	0.0355613147719619	-1.06636553005556
BID	0.0359748651923418	-1.34041527805556
MPP7	0.036805069707728	-2.45039499061111
TMEM127	0.0368395407715385	-1.15856985516667
CLEC5A	0.0370593940776919	-1.8268212385
	0.0372536012770259	-1.28799937405556
JAZF1	0.0372552698580891	-1.78555693866667
ACVR2A	0.0373310464222586	-1.90237585561111
KLF4	0.0375207857948682	-2.03948799477778
FAM49B	0.0376593220835177	-1.13819163355555
NUAK2	0.0378606183692555	-2.49776437311111
PARP12	0.0378606183692555	-1.60807813133334
FYB	0.0378758333043229	-2.74930720294445
C9orf72	0.0378817489018676	-2.13983333533334
	0.0381533192896745	-1.00224241211111
GSTT1	0.0381554954887372	-1.18203622272222
THEMIS2	0.0383905821451067	-2.30870915994444
CLEC12B	0.0384679919393902	-1.97115907211111
	0.0386900512098402	-1.44248227405556
	0.0388152030427852	-1.77719030327778
FKBP1A	0.039166488132125	-1.37105503877778
TNFSF10	0.039211790680838	-3.55647051505555
SH2B2	0.039312903743373	-1.50396540794444
	0.0399425789117817	-2.05849103066667
STAT2	0.0399425789117817	-1.16579948088889
	0.0399973900269007	-1.66102381011111
AP1S2	0.0400959511460442	-1.33393207427778
LOC727751///GOLGA2P3Y///GOLGA2P7///GOLGA2P2Y///GOLGA2P10	0.0401129102708307	-1.51125134955555
	0.0401283783445478	-1.77999269416667
RGS2	0.0402739242484307	-3.58805609788889
SBF2	0.0405937301170918	-1.58896906822222
CD4	0.0405937301170918	-2.73318017977778
POLD4	0.0405937301170918	-1.10338100355556
DNAJB5	0.0405937301170918	-1.13983478733333
SIGLEC5	0.0407430510144066	-1.78811112866667
DEDD2	0.0409496730944771	-1.32935229461111
RHOQ	0.0410150813933314	-1.81589912188889
KLF11	0.0410719952535384	-1.780987837
	0.0410719952535384	-1.2166031
NAIP	0.0411688299345508	-1.91667290233334
CAMSAP2	0.0413775287922428	-1.94027417494445
OR52K2	0.0414649334910465	-1.39480489833333
FIG4	0.0415914039853097	-1.243782581
CFP	0.0417014116498976	-1.60762468144445
ZNF652	0.0418016493430738	-1.36271895483334
	0.0420207553447597	-1.90237755555556
IFNAR1	0.04231160708055	-1.06659376766666
TMEM63B	0.0424134710469802	-1.00970498544444
FCER1G	0.0427999950160355	-3.05317972338889
WSB2	0.0427999950160355	-1.1663306995
PAPSS2	0.0428686973302517	-1.17824018511111
MTMR3	0.0429508337041839	-1.16549745916667
SLC2A9	0.0434116937815768	-1.37957172094445
ZNF252P	0.0437136642119952	-1.09121551044444
ARRB2	0.0439351698117837	-1.77026892244444
FAM105A	0.0439351698117837	-2.75355552872222
TNFRSF1B	0.043959247941087	-2.26074392027778
PAPD5	0.0440023112535039	-1.41901444838889
MAPK3	0.0440827895380446	-1.16558423755556
FXYD6-FXYD2///FXYD6	0.0440899871394193	-1.05464922755556
DNAJC25-GNG10///GNG10	0.0440899871394193	-1.97125269977778
ARNTL	0.044405633056008	-2.10846934594445
SERINC2	0.044405633056008	-1.17465942794444
CDC42EP2	0.0447294814216237	-1.24215775816667
CAST	0.0447921774451691	-1.83225176355556
VSTM1	0.0448898728063205	-1.89225531833334
	0.0453374980723216	-1.01981838177778
DUS2	0.0453518387781707	-1.08089754694444
	0.0455591215401802	-1.59858635555556
	0.0456639435651794	-1.05277113705556
CMIP	0.0459933018699055	-1.18307202638889
TREML4	0.0462981944195029	-1.36025183405556
GNG2	0.0463208572054304	-2.0913291125
DEF8	0.0465487418003326	-1.38001219188889
ARL15	0.0465788835404789	-1.30518725766667
LDLRAD3	0.0466705536475851	-1.44562962822222
SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1	0.0466705536475851	-1.14984425155556
ISY1-RAB43///RAB43	0.0467204219544611	-1.1465075895
PPP2R5C	0.0467204219544611	-1.23586360722222
KMO	0.0467376359289419	-2.48261402622222
SEMA4B	0.0469408716887982	-1.32796642844444
	0.0470922669132619	-1.04691185433333
DKFZp434E1119	0.0472778880151321	-1.03698975372222
NADK	0.047466957393274	-1.44092765966667
MAST3	0.0478295134307935	-1.39740417388889
CD300LF	0.048124804130017	-2.00160283705556
FAM65A	0.0482243655804349	-1.24773439688889
MAP3K7CL	0.0483473414132123	-1.3356470655
ATP6V0E1	0.0484432960995513	-1.28934004522222
RNF217	0.0487245908660683	-1.5657887375
SNAP29	0.0487904677199793	-1.16695693955556
FAM103A1	0.0487904677199793	-1.38733769161111
CEP85L	0.0489872385549273	-2.09279322438889
	0.0491115604464625	-1.30481885738889
	0.0491115604464625	-1.02734124044445
SNX18	0.049237992578754	-1.06909178922223
SKIL	0.049237992578754	-1.37439428766667
PFN1P2	0.0493695118297607	-1.50384732844444
LOC100996747///RPS26P11///RPS26///PDPK1	0.0493695118297607	-1.31149495177778
WAS	0.0494822834798191	-1.20557043638889
HLA-H///HLA-G///HLA-C///HLA-A///HLA-A	0.0499106773293707	-1.26477120166667
TPD52L2	0.0499634872390226	-1.03450442722222
